,n_exp,data_id,stat_test,n,max_iter,type,best_model,f1_score,ini_best,final_best,initial,final
41,0,0,ttest_rel,30,25,tt,RandomForestClassifier,0.7786465354543004,0.7587053590041946,0.7856102843228424,0.7288543324841679,0.7595668548031012
42,0,0,ttest_ind,30,25,cv,XGBClassifier,0.776463963963964,0.7660949887832184,0.7891245203507089,0.7325489877534093,0.7620691707242829
43,0,0,ttest_ind,30,25,tt,XGBClassifier,0.7844682048396173,0.7604078093604496,0.7878924926996035,0.7288522651270953,0.743253084649409
44,0,0,mannwhitneyu,30,25,cv,XGBClassifier,0.778410631950095,0.7580105255298605,0.7580105255298605,0.7266891253464152,0.7448726654247433
45,0,0,mannwhitneyu,30,25,tt,XGBClassifier,0.7958230283044793,0.7512933243128512,0.7815723047645419,0.7243174100263594,0.7585160086714174
46,0,0,dummy_stats_test,30,25,cv,RandomForestClassifier,0.7875619152449091,0.7617916540968822,0.7976820173195704,0.7251944786124043,0.7686281071963245
47,0,0,dummy_stats_test,30,25,tt,XGBClassifier,0.7812065610230747,0.7620793988514892,0.7835381071998418,0.7254011460220405,0.7518211056279972
48,0,1,ttest_rel,30,25,cv,DecisionTreeClassifier,0.9920844327176782,0.9590011623261052,0.9768440931049628,0.8663785175329798,0.9292166627867429
49,0,1,ttest_rel,30,25,tt,DecisionTreeClassifier,0.9762532981530342,0.933221141014989,0.9473713174799362,0.8354121133749655,0.9314856343461748
50,0,1,ttest_ind,30,25,cv,DecisionTreeClassifier,0.9584487534626039,0.9575621479969306,0.9575621479969306,0.8723155338813233,0.9525887421756987
51,0,1,ttest_ind,30,25,tt,DecisionTreeClassifier,0.9584487534626039,0.9399916589165228,0.9399916589165228,0.8559743929763483,0.9006928839966425
52,0,1,mannwhitneyu,30,25,cv,DecisionTreeClassifier,0.9116809116809117,0.9432446185054881,0.9660946107033064,0.8650462783246244,0.9407090941801086
53,0,1,mannwhitneyu,30,25,tt,DecisionTreeClassifier,0.9768786127167629,0.9462911360497509,0.9588629367436141,0.8523777320027989,0.9382908464893
54,0,1,dummy_stats_test,30,25,cv,DecisionTreeClassifier,0.9848024316109423,0.9763323085931782,0.9779133362611623,0.8818214363449131,0.9544705674829363
55,0,1,dummy_stats_test,30,25,tt,RandomForestClassifier,0.9848024316109423,0.9453252314976986,0.9591268069864952,0.861395575564083,0.9444490795019449
56,0,2,ttest_rel,30,25,cv,XGBClassifier,0.8984238178633975,0.8684363552662112,0.9026759424786549,0.8085420352950603,0.848068664782975
57,0,2,ttest_rel,30,25,tt,XGBClassifier,0.9034543844109831,0.8685089701114385,0.901548383961669,0.8119006347438602,0.8544157857421103
58,0,2,ttest_ind,30,25,cv,XGBClassifier,0.8763066202090593,0.8795182462473402,0.9023847979935333,0.8127254975458508,0.850124743112108
59,0,2,ttest_ind,30,25,tt,XGBClassifier,0.8661971830985916,0.8782452937542407,0.8782452937542407,0.8139930384253451,0.8561549030922715
60,0,2,mannwhitneyu,30,25,cv,DecisionTreeClassifier,0.8522039757994814,0.8824474146667979,0.8824474146667979,0.814664616274176,0.8570684050551441
61,0,2,mannwhitneyu,30,25,tt,XGBClassifier,0.8852459016393442,0.8769685716676594,0.8858710449496338,0.8151181829923209,0.8532964633708756
62,0,2,dummy_stats_test,30,25,cv,XGBClassifier,0.900931414055885,0.8720899593809762,0.8825587138324381,0.8083377137920849,0.8417577527250817
63,0,2,dummy_stats_test,30,25,tt,RandomForestClassifier,0.8852173913043478,0.8717811677120378,0.8876644611060153,0.8081054404745834,0.8594464440845155
64,0,3,ttest_rel,30,25,cv,DecisionTreeClassifier,0.96875,0.9638603275414871,0.9769539006350602,0.877483115036424,0.9248321010033823
65,0,3,ttest_rel,30,25,tt,DecisionTreeClassifier,0.9573170731707317,0.9538475021317105,0.9538475021317105,0.8655107109676387,0.9103938899388871
66,0,3,ttest_ind,30,25,cv,DecisionTreeClassifier,0.9572649572649573,0.9556487506052723,0.9556487506052723,0.869018992454551,0.9116204093812789
67,0,3,ttest_ind,30,25,tt,DecisionTreeClassifier,0.9827586206896551,0.9485823898510597,0.9621521379137848,0.8572174811919655,0.9307182989436827
68,0,3,mannwhitneyu,30,25,cv,DecisionTreeClassifier,0.986522911051213,0.9655241650459041,0.9655241650459041,0.859346527183865,0.9369727064400978
69,0,3,mannwhitneyu,30,25,tt,DecisionTreeClassifier,0.988950276243094,0.9413476555858475,0.9602414827406076,0.8456643196317072,0.9426061836945738
70,0,3,dummy_stats_test,30,25,cv,DecisionTreeClassifier,0.9908256880733944,0.9657150385846037,0.9766598908338039,0.8788841119964308,0.9381243458634763
71,0,3,dummy_stats_test,30,25,tt,DecisionTreeClassifier,0.9759036144578314,0.9538584270459068,0.9631221997503857,0.8612279388802814,0.9422750284219439
72,0,4,ttest_rel,30,25,cv,RandomForestClassifier,0.49818181818181817,0.47943741409632595,0.47943741409632595,0.42045771992725944,0.4236023907272546
73,0,4,ttest_rel,30,25,tt,RandomForestClassifier,0.497955474784189,0.508329462667858,0.508329462667858,0.4247607388698078,0.43802149859762674
74,0,4,ttest_ind,30,25,cv,RandomForestClassifier,0.5152884871044935,0.45559964321916707,0.4956505973704921,0.38240911563866975,0.42325287178214427
75,0,4,ttest_ind,30,25,tt,RandomForestClassifier,0.5099818511796733,0.48877918985746144,0.48877918985746144,0.4166415235940764,0.42357429146351167
76,0,4,mannwhitneyu,30,25,cv,DecisionTreeClassifier,0.46703296703296704,0.4746335687883892,0.4746335687883892,0.405511615109192,0.4122508276874227
77,0,4,mannwhitneyu,30,25,tt,XGBClassifier,0.45734926368435674,0.46072954532387145,0.4741683050060638,0.40402201696038825,0.4094748974983322
78,0,4,dummy_stats_test,30,25,cv,RandomForestClassifier,0.498960498960499,0.4785740688640866,0.5067469044199496,0.42663462372953703,0.442525048894151
79,0,4,dummy_stats_test,30,25,tt,RandomForestClassifier,0.498960498960499,0.46209780954128277,0.5110081499205696,0.4009774811595964,0.43814179385163543
80,0,0,ttest_rel,50,25,cv,DecisionTreeClassifier,0.7599093997734994,0.7694491495582128,0.7830481335521401,0.7365080846729923,0.7658092957458692
81,0,0,ttest_rel,50,25,tt,RandomForestClassifier,0.7815894797026872,0.7680349071712678,0.7946579912504754,0.7353796606576078,0.7611653623287256
82,0,0,ttest_ind,50,25,cv,XGBClassifier,0.7808988764044944,0.7651274606755265,0.7912669043936608,0.7343256105466848,0.7443706182075207
83,0,0,ttest_ind,50,25,tt,RandomForestClassifier,0.7899391929242676,0.7654471566453792,0.7909769954869809,0.7330997179291283,0.7619349129008115
84,0,0,mannwhitneyu,50,25,cv,XGBClassifier,0.7518248175182481,0.7512895089409958,0.7512895089409958,0.7218371403217918,0.7308940981057898
85,0,0,mannwhitneyu,50,25,tt,XGBClassifier,0.801853366039793,0.7583900079495406,0.7953456636149235,0.7213938589593761,0.7476053982977309
86,0,0,dummy_stats_test,50,25,cv,DecisionTreeClassifier,0.7648663393344245,0.7743878896023206,0.7746225184597467,0.7361040520521261,0.7587016551322365
87,0,0,dummy_stats_test,50,25,tt,RandomForestClassifier,0.7790178571428572,0.7678180182602101,0.7754363434266365,0.73327413932336,0.7565580168911296
88,0,1,ttest_rel,50,25,cv,DecisionTreeClassifier,0.9737609329446064,0.9740836026718379,0.9740836026718379,0.8720870746041025,0.9522537527831645
89,0,1,ttest_rel,50,25,tt,DecisionTreeClassifier,0.9625360230547549,0.9471744570284644,0.9471744570284644,0.8515174763485076,0.9393769300676047
90,0,1,ttest_ind,50,25,cv,DecisionTreeClassifier,0.9811320754716981,0.9703481910246617,0.9703481910246617,0.8783397935054281,0.9500679785900373
91,0,1,ttest_ind,50,25,tt,DecisionTreeClassifier,0.9811320754716981,0.947289352832556,0.963061104814426,0.8551928434124237,0.922780030391049
92,0,1,mannwhitneyu,50,25,cv,DecisionTreeClassifier,0.9488636363636364,0.9576664871076637,0.9576664871076637,0.8708770069799482,0.949742153271565
93,0,1,mannwhitneyu,50,25,tt,RandomForestClassifier,0.9763313609467456,0.9491858229887281,0.9657578409032455,0.8478851681822792,0.9416981408555073
94,0,1,dummy_stats_test,50,25,cv,KNeighborsClassifier,0.9836956521739131,0.9516598401598402,0.9774638694638693,0.8564187977055624,0.9567067099567099
95,0,1,dummy_stats_test,50,25,tt,DecisionTreeClassifier,0.9761273209549072,0.943068861612934,0.9564670976231734,0.8441508049230547,0.9353411221158989
96,0,2,ttest_rel,50,25,cv,XGBClassifier,0.9121265377855887,0.8701978772917527,0.9078711187311002,0.8115310599245499,0.8681477811361135
97,0,2,ttest_rel,50,25,tt,RandomForestClassifier,0.9000900090009001,0.8642819925389776,0.8961835899937001,0.8069044012481427,0.8628979324421759
98,0,2,ttest_ind,50,25,cv,XGBClassifier,0.8948837209302327,0.8599975478054699,0.8891786195214832,0.809299703256737,0.8356517045336581
99,0,2,ttest_ind,50,25,tt,DecisionTreeClassifier,0.858188472095151,0.8685809322077361,0.8749988613757711,0.8139411431771545,0.8607614138918065
100,0,2,mannwhitneyu,50,25,cv,DecisionTreeClassifier,0.8756567425569178,0.880172298041611,0.880172298041611,0.813129457922517,0.8595764348358892
101,0,2,mannwhitneyu,50,25,tt,XGBClassifier,0.8602150537634408,0.8748995279867464,0.8748995279867464,0.813291841198878,0.8544239037697575
102,0,2,dummy_stats_test,50,25,cv,XGBClassifier,0.8729582577132485,0.8760321048572718,0.882051761280289,0.8232184503742649,0.8573916749300499
103,0,2,dummy_stats_test,50,25,tt,XGBClassifier,0.8878923766816144,0.8772128106104641,0.8976677122077135,0.8188300264106478,0.8662321969628228
104,0,3,ttest_rel,50,25,cv,RandomForestClassifier,0.9532163742690057,0.9644593021357727,0.9811500754147814,0.874937845779951,0.9581352479220127
105,0,3,ttest_rel,50,25,tt,RandomForestClassifier,0.972809667673716,0.9504379912080225,0.9615914691579565,0.8616729295387466,0.9470189566828008
106,0,3,ttest_ind,50,25,cv,KNeighborsClassifier,0.9740634005763689,0.9422252747252747,0.9667630898513252,0.8657157450392744,0.93100988472312
107,0,3,ttest_ind,50,25,tt,RandomForestClassifier,0.9915014164305949,0.9353530149775273,0.9668916666295954,0.8453631703444677,0.9411777141587684
108,0,3,mannwhitneyu,50,25,cv,DecisionTreeClassifier,0.9645776566757494,0.9622752247752246,0.9622752247752246,0.8673969494557728,0.9517027972027972
109,0,3,mannwhitneyu,50,25,tt,DecisionTreeClassifier,0.9615384615384616,0.9490484907915547,0.9595381081928394,0.8494745620809775,0.9433431206239073
110,0,3,dummy_stats_test,50,25,cv,DecisionTreeClassifier,1.0,0.9747129928894636,0.9874932126696834,0.8834794576338695,0.9402532745032746
111,0,3,dummy_stats_test,50,25,tt,DecisionTreeClassifier,0.9822485207100593,0.949187200417938,0.949187200417938,0.8557319296154396,0.9290128113020681
112,0,4,ttest_rel,50,25,cv,RandomForestClassifier,0.4887580299785867,0.46428932044897026,0.5111783145252473,0.4051352537283137,0.4315668985090074
113,0,4,ttest_rel,50,25,tt,RandomForestClassifier,0.4887580299785867,0.4587199897185908,0.5126774975765986,0.40043850311038687,0.4371063677058703
114,0,4,ttest_ind,50,25,cv,RandomForestClassifier,0.5103810775295664,0.44797064837679224,0.5013474438746154,0.3417650916339147,0.42074537343472873
115,0,4,ttest_ind,50,25,tt,RandomForestClassifier,0.5105263157894737,0.45613925427711477,0.5040141246626031,0.33690209832694995,0.42486384910341807
116,0,4,mannwhitneyu,50,25,cv,XGBClassifier,0.46378471228170626,0.4540545511216863,0.48123383319462465,0.37448134769772934,0.4295833119919036
117,0,4,mannwhitneyu,50,25,tt,XGBClassifier,0.4516129032258065,0.45625287505220913,0.4678474651101529,0.34686319210007355,0.3537942837231998
118,0,4,dummy_stats_test,50,25,cv,RandomForestClassifier,0.5110178384050368,0.4618529717745792,0.5006690361140682,0.3865231671641762,0.4286687009888411
119,0,4,dummy_stats_test,50,25,tt,RandomForestClassifier,0.5110178384050368,0.45139907715709304,0.5014335510477652,0.3764388646754011,0.42120186897058376
120,0,0,ttest_rel,10,100,cv,RandomForestClassifier,0.8013208585580627,0.7680388491113828,0.7982618961154981,0.7300444888072416,0.7674344709377345
121,0,0,ttest_rel,10,100,tt,RandomForestClassifier,0.7983606557377048,0.7624290799510136,0.7959756072142669,0.7294965815364713,0.7664908693086108
122,0,0,ttest_ind,10,100,cv,RandomForestClassifier,0.7976718403547671,0.7556408957266079,0.7920540653917773,0.726738887965976,0.7591667148019503
123,0,0,ttest_ind,10,100,tt,RandomForestClassifier,0.8112315818737836,0.7508314200288221,0.803087712253497,0.7245565471209235,0.7667970485452908
124,0,0,mannwhitneyu,10,100,cv,DecisionTreeClassifier,0.7513346445630796,0.7804541124252937,0.7804541124252937,0.7384760034728612,0.7709295007647063
125,0,0,mannwhitneyu,10,100,tt,RandomForestClassifier,0.7892376681614349,0.77580693302416,0.8021895536269001,0.7344558155888837,0.7702891325388433
126,0,0,dummy_stats_test,10,100,cv,XGBClassifier,0.7964844822850865,0.783916229344607,0.8078207320479581,0.7393210209206034,0.7838438742689987
127,0,0,dummy_stats_test,10,100,tt,XGBClassifier,0.7995606809445359,0.7758436394995308,0.8092936978378686,0.7348804406272339,0.7813114737034212
128,0,1,ttest_rel,10,100,cv,DecisionTreeClassifier,0.9567723342939481,0.9639471751454906,0.9639471751454906,0.8659192534915119,0.9616040781125298
129,0,1,ttest_rel,10,100,tt,DecisionTreeClassifier,0.9627507163323781,0.9354381074183602,0.9645192374810142,0.8538181944871523,0.9435778024345887
130,0,1,ttest_ind,10,100,cv,DecisionTreeClassifier,0.988095238095238,0.9541821111193022,0.9541821111193022,0.8619688200331943,0.9532516887979334
131,0,1,ttest_ind,10,100,tt,DecisionTreeClassifier,0.988095238095238,0.9390784506006119,0.9390784506006119,0.859801385539713,0.9406495378102635
132,0,1,mannwhitneyu,10,100,cv,DecisionTreeClassifier,0.9851632047477744,0.9633400337032194,0.9633400337032194,0.8673497848825882,0.9513299051825959
133,0,1,mannwhitneyu,10,100,tt,DecisionTreeClassifier,0.9851632047477744,0.9424201737174821,0.9424201737174821,0.8492931497521254,0.9448239141804132
134,0,1,dummy_stats_test,10,100,cv,RandomForestClassifier,0.9720670391061453,0.9569694308549177,0.9852922090315686,0.8725658851218874,0.9732322829605662
135,0,1,dummy_stats_test,10,100,tt,DecisionTreeClassifier,0.9633802816901408,0.94517707641449,0.9785434432182878,0.8629347281458014,0.9657652780627513
136,0,2,ttest_rel,10,100,cv,XGBClassifier,0.8968985750209555,0.8781596618924118,0.9033072355222312,0.8139050540357158,0.8709825490998425
137,0,2,ttest_rel,10,100,tt,XGBClassifier,0.9128630705394191,0.8699015321893903,0.9168455644493116,0.812089004642104,0.8768197717219406
138,0,2,ttest_ind,10,100,cv,XGBClassifier,0.8735213830755233,0.8745485682538614,0.8745485682538614,0.8123786840703238,0.8596147937089473
139,0,2,ttest_ind,10,100,tt,XGBClassifier,0.8942652329749105,0.8624416203291043,0.886423025637851,0.8166929526236704,0.8640694769121485
140,0,2,mannwhitneyu,10,100,cv,XGBClassifier,0.8952380952380952,0.8729083601280483,0.8944592272023781,0.8102459523119783,0.8608650502423636
141,0,2,mannwhitneyu,10,100,tt,XGBClassifier,0.9026248941574937,0.8661572137808762,0.8870711597240737,0.8028730163215378,0.8664144455203032
142,0,2,dummy_stats_test,10,100,cv,XGBClassifier,0.9154315605928509,0.8841374964732956,0.9204811317447383,0.8160117240856214,0.8893901333477352
143,0,2,dummy_stats_test,10,100,tt,RandomForestClassifier,0.9202127659574468,0.8819255801372687,0.9240455937660632,0.81086020612254,0.8835970840611465
144,0,3,ttest_rel,10,100,cv,DecisionTreeClassifier,1.0,0.9524853399212825,0.9749048540069353,0.8694090780468477,0.9578679443825673
145,0,3,ttest_rel,10,100,tt,DecisionTreeClassifier,0.9523809523809523,0.9352113718369498,0.9352113718369498,0.8557449217450217,0.9408172045817481
146,0,3,ttest_ind,10,100,cv,DecisionTreeClassifier,0.965079365079365,0.9511403790057587,0.9511403790057587,0.8561049615764635,0.9549935563496905
147,0,3,ttest_ind,10,100,tt,DecisionTreeClassifier,0.965079365079365,0.9590510743035848,0.9590510743035848,0.869745769244342,0.9422958368123475
148,0,3,mannwhitneyu,10,100,cv,RandomForestClassifier,0.9704142011834319,0.9470036112193109,0.9778422087018835,0.8644583931985533,0.9632541852203678
149,0,3,mannwhitneyu,10,100,tt,DecisionTreeClassifier,0.9737609329446064,0.9415544981399275,0.9415544981399275,0.8507621523917646,0.939121609392066
150,0,3,dummy_stats_test,10,100,cv,RandomForestClassifier,0.9740932642487047,0.9558254183627317,0.9909975216472144,0.8627836232177147,0.9793217942471553
151,0,3,dummy_stats_test,10,100,tt,DecisionTreeClassifier,1.0,0.9448114683517035,0.9717605014762176,0.8560023615784024,0.9651591860114128
152,0,4,ttest_rel,10,100,cv,RandomForestClassifier,0.5046382189239332,0.4610280961723852,0.5041513419937689,0.3075001823082866,0.43501565352803184
153,0,4,ttest_rel,10,100,tt,RandomForestClassifier,0.5046382189239332,0.4470831734050039,0.5060580591335353,0.3509564454783394,0.4463414222011134
154,0,4,ttest_ind,10,100,cv,RandomForestClassifier,0.5109296813273636,0.4627482812041279,0.5012253374917648,0.37148492967425056,0.43140340111597203
155,0,4,ttest_ind,10,100,tt,XGBClassifier,0.5095541401273886,0.45533433316486543,0.5027011044598855,0.38030161141356184,0.39214330423731686
156,0,4,mannwhitneyu,10,100,cv,RandomForestClassifier,0.49573437860272074,0.5160227372533701,0.5160227372533701,0.43191441919742024,0.4407554788012011
157,0,4,mannwhitneyu,10,100,tt,RandomForestClassifier,0.49573437860272074,0.5170593980735083,0.5170593980735083,0.43084629976522476,0.43995944480605076
158,0,4,dummy_stats_test,10,100,cv,RandomForestClassifier,0.4906789413118527,0.5182899542179858,0.5182899542179858,0.43704867944408826,0.44689960023472536
159,0,4,dummy_stats_test,10,100,tt,XGBClassifier,0.48270313757039424,0.4717806467383972,0.526582769375937,0.42209526729348973,0.45215941681370597
160,0,0,ttest_rel,30,100,cv,XGBClassifier,0.795969773299748,0.7550094179137431,0.7958622542377058,0.7244283546960635,0.7655779034092502
161,0,0,ttest_rel,30,100,tt,XGBClassifier,0.8029925187032418,0.752470732589066,0.7963606938841223,0.7246960819983088,0.766945549927748
162,0,0,ttest_ind,30,100,cv,XGBClassifier,0.7960088691796009,0.7608191157837677,0.7948036738994132,0.7291392574179463,0.7664136572970418
163,0,0,ttest_ind,30,100,tt,RandomForestClassifier,0.8041804180418042,0.7575688934787297,0.8004674159695238,0.7263546193408352,0.7723167604850022
164,0,0,mannwhitneyu,30,100,cv,RandomForestClassifier,0.8076706147772138,0.7659741346637445,0.797680727593532,0.7311685879453076,0.7623583628556342
165,0,0,mannwhitneyu,30,100,tt,XGBClassifier,0.8011267605633803,0.7622806868623678,0.7930057837693933,0.7292635958165544,0.7714913977350407
166,0,0,dummy_stats_test,30,100,cv,RandomForestClassifier,0.8053875755909842,0.7710143315482174,0.7967699584151556,0.729802657931883,0.773737008773515
167,0,0,dummy_stats_test,30,100,tt,RandomForestClassifier,0.8058887677208287,0.7574794049223248,0.7993998649063365,0.7250275169481386,0.7731719286607701
168,0,1,ttest_rel,30,100,cv,DecisionTreeClassifier,0.9883720930232558,0.9640668655016481,0.9786709329318025,0.8815619130354065,0.9654201273766492
169,0,1,ttest_rel,30,100,tt,RandomForestClassifier,0.9883720930232558,0.9466123998554062,0.9713893571524593,0.8586742906967503,0.9438833923518516
170,0,1,ttest_ind,30,100,cv,RandomForestClassifier,0.9943502824858756,0.9523631617979443,0.9779333420202986,0.8645101635351332,0.9647893768872029
171,0,1,ttest_ind,30,100,tt,RandomForestClassifier,0.9915014164305949,0.9447355926749531,0.9735049327129167,0.8575575520314224,0.9504957310723137
172,0,1,mannwhitneyu,30,100,cv,DecisionTreeClassifier,0.96,0.970695776043602,0.970695776043602,0.8680188020745241,0.9678365286082677
173,0,1,mannwhitneyu,30,100,tt,RandomForestClassifier,0.9855072463768115,0.9411404443044099,0.9730751684124842,0.8462419583529661,0.9579461733526708
174,0,1,dummy_stats_test,30,100,cv,DecisionTreeClassifier,0.9826589595375722,0.9720321707278229,0.9860514943993205,0.8693131974621691,0.9762171399454008
175,0,1,dummy_stats_test,30,100,tt,RandomForestClassifier,0.9912536443148687,0.946509501286686,0.974687098692803,0.8478794082406518,0.9597009181773424
176,0,2,ttest_rel,30,100,cv,XGBClassifier,0.9185059422750425,0.8792156288913912,0.9216543512509427,0.81260252809985,0.8802451720296699
177,0,2,ttest_rel,30,100,tt,XGBClassifier,0.9158878504672897,0.8747979473358003,0.9133532590553235,0.8098440470915952,0.8812362948012935
178,0,2,ttest_ind,30,100,cv,DecisionTreeClassifier,0.8634361233480176,0.8773708733567743,0.8773708733567743,0.814262868507353,0.8585143566828125
179,0,2,ttest_ind,30,100,tt,XGBClassifier,0.8916083916083916,0.8716304579131017,0.8924129989167088,0.8070334455850171,0.8638050263529807
180,0,2,mannwhitneyu,30,100,cv,RandomForestClassifier,0.909404659188956,0.8756394801638284,0.9129632062189311,0.8290367765627069,0.8690264594050279
181,0,2,mannwhitneyu,30,100,tt,RandomForestClassifier,0.9175084175084175,0.8722488900295241,0.9191583220982565,0.8225099508698389,0.8775693088681884
182,0,2,dummy_stats_test,30,100,cv,XGBClassifier,0.92560553633218,0.876406415669012,0.9306956253606674,0.8210890518711333,0.8922861659572413
183,0,2,dummy_stats_test,30,100,tt,RandomForestClassifier,0.904888888888889,0.8727327894935194,0.9196537260686942,0.8155842633089805,0.8815366371273625
